IDUNSPSC,descripcion_esp,descripcion_regional
10417601,Zinia cortada seca rosado fuerte,Zinia cortada seca 
10417602,Zinia cortada seca mini,Zinia cortada seca 
10417603,Zinia cortada seca rosado,Zinia cortada seca 
10417604,Zinia cortada seca rojo,Zinia cortada seca 
10417605,Zinia cortada seca salmón ,Zinia cortada seca 
10417606,Zinia cortada seca amarillo,Zinia cortada seca 
10417701,Forsythia cortada seca viridissima,Forsythia cortada seca 
10417702,Forsythia cortada seca giraldiana,Forsythia cortada seca 
10417703,Forsythia cortada seca mira ,Forsythia cortada seca 
10417704,Forsythia cortada seca suspensa,Forsythia cortada seca 
10417705,Forsythia cortada seca intermedia,Forsythia cortada seca 
10417706,Forsythia cortada seca variabilis,Forsythia cortada seca 
10417707,Forsythia cortada seca ovate,Forsythia cortada seca 
10417708,Forsythia cortada seca intermedia lynwood,Forsythia cortada seca 
10417801,Geranio cortado seco argenteum,Geranio cortado seco
10417802,Geranio cortado seco cinereum,Geranio cortado seco
10417803,Geranio cortado seco clarkei,Geranio cortado seco
10417804,Geranio cortado seco dalmaticum,Geranio cortado seco
10417805,Geranio cortado seco endressii,Geranio cortado seco
10417806,Geranio cortado seco eriostemon,Geranio cortado seco
10417807,Geranio cortado seco farreri,Geranio cortado seco
10417808,Geranio cortado seco himalayense o grandiflora,Geranio cortado seco
10417809,Geranio cortado seco ibericum,Geranio cortado seco
10417810,Geranio cortado seco macrorhizum o raiz grande,Geranio cortado seco
10417811,Geranio cortado seco maculatum,Geranio cortado seco
10417812,Geranio cortado seco nodosum,Geranio cortado seco
10417813,Geranio cortado seco phaeum,Geranio cortado seco
10417814,Geranio cortado seco platypetalum,Geranio cortado seco
10417815,Geranio cortado seco pratense,Geranio cortado seco
10417816,Geranio cortado seco procurrens,Geranio cortado seco
10417817,Geranio cortado seco psilostemon,Geranio cortado seco
10417818,Geranio cortado seco pylzowianum,Geranio cortado seco
10417819,Geranio cortado seco renardii,Geranio cortado seco
10417820,Geranio cortado seco sanguineum o sangruento,Geranio cortado seco
10417821,Geranio cortado seco sylvaticum,Geranio cortado seco
10417822,Geranio cortado seco traversii,Geranio cortado seco
10417823,Geranio cortado seco tuberosum,Geranio cortado seco
10417824,Geranio cortado seco versicolor,Geranio cortado seco
10417825,Geranio cortado seco wallachianum,Geranio cortado seco
10417826,Geranio cortado seco wlassovianum,Geranio cortado seco
10417827,Geranio cortado seco x magnificum o llamativo,Geranio cortado seco
10417901,Amaryllis cortada seca aglaiae,Amaryllis cortada seca 
10417902,Amaryllis cortada seca amaru,Amaryllis cortada seca 
10417903,Amaryllis cortada seca angustifolium,Amaryllis cortada seca 
10417904,Amaryllis cortada seca anzaldoi,Amaryllis cortada seca 
10417905,Amaryllis cortada seca araripinum,Amaryllis cortada seca 
10417906,Amaryllis cortada seca arboricola,Amaryllis cortada seca 
10417907,Amaryllis cortada seca argentinum,Amaryllis cortada seca 
10417908,Amaryllis cortada seca aulicum,Amaryllis cortada seca 
10417909,Amaryllis cortada seca aviflorum,Amaryllis cortada seca 
10417910,Amaryllis cortada seca barreirasum,Amaryllis cortada seca 
10417911,Amaryllis cortada seca blossfeldiae,Amaryllis cortada seca 
10417912,Amaryllis cortada seca blumenavium,Amaryllis cortada seca 
10417913,Amaryllis cortada seca brasilianum,Amaryllis cortada seca 
10417914,Amaryllis cortada seca breviflorum,Amaryllis cortada seca 
10417915,Amaryllis cortada seca bukasovii,Amaryllis cortada seca 
10417916,Amaryllis cortada seca calyptratum,Amaryllis cortada seca 
10417917,Amaryllis cortada seca caupolicanense,Amaryllis cortada seca 
10417918,Amaryllis cortada seca chionedyanthum,Amaryllis cortada seca 
10417919,Amaryllis cortada seca condemaita,Amaryllis cortada seca 
10417920,Amaryllis cortada seca corriense,Amaryllis cortada seca 
10417921,Amaryllis cortada seca cuzcoense,Amaryllis cortada seca 
10417922,Amaryllis cortada seca curitibanum,Amaryllis cortada seca 
10417923,Amaryllis cortada seca cybister,Amaryllis cortada seca 
10417924,Amaryllis cortada seca divijuliani,Amaryllis cortada seca 
10417925,Amaryllis cortada seca evansiae,Amaryllis cortada seca 
10417926,Amaryllis cortada seca ferreyrae,Amaryllis cortada seca 
10417927,Amaryllis cortada seca forgetii,Amaryllis cortada seca 
10417928,Amaryllis cortada seca fosteri,Amaryllis cortada seca 
10417929,Amaryllis cortada seca fuscum,Amaryllis cortada seca 
10417930,Amaryllis cortada seca glaucescens,Amaryllis cortada seca 
10417931,Amaryllis cortada seca goianum,Amaryllis cortada seca 
10417932,Amaryllis cortada seca guarapuavicum,Amaryllis cortada seca 
10417933,Amaryllis cortada seca harrisonii,Amaryllis cortada seca 
10417934,Amaryllis cortada seca hugoi,Amaryllis cortada seca 
10417935,Amaryllis cortada seca iguazuanum,Amaryllis cortada seca 
10417936,Amaryllis cortada seca illustre,Amaryllis cortada seca 
10417937,Amaryllis cortada seca intiflorum,Amaryllis cortada seca 
10417938,Amaryllis cortada seca kromeri,Amaryllis cortada seca 
10417939,Amaryllis cortada seca lapacense,Amaryllis cortada seca 
10417940,Amaryllis cortada seca leonardii,Amaryllis cortada seca 
10417941,Amaryllis cortada seca leopoldii,Amaryllis cortada seca 
10417942,Amaryllis cortada seca macbridei,Amaryllis cortada seca 
10417943,Amaryllis cortada seca machupijchense,Amaryllis cortada seca 
10417944,Amaryllis cortada seca mandonii,Amaryllis cortada seca 
10417945,Amaryllis cortada seca minasgerais,Amaryllis cortada seca 
10417946,Amaryllis cortada seca miniatum,Amaryllis cortada seca 
10417947,Amaryllis cortada seca mollevillquense,Amaryllis cortada seca 
10417948,Amaryllis cortada seca morelianum,Amaryllis cortada seca 
10417949,Amaryllis cortada seca nelsonii,Amaryllis cortada seca 
10417950,Amaryllis cortada seca oconoquense,Amaryllis cortada seca 
10417951,Amaryllis cortada seca papilio,Amaryllis cortada seca 
10417952,Amaryllis cortada seca paquichanum,Amaryllis cortada seca 
10417953,Amaryllis cortada seca paradisiacum,Amaryllis cortada seca 
10417954,Amaryllis cortada seca pardinum,Amaryllis cortada seca 
10417955,Amaryllis cortada seca parodii,Amaryllis cortada seca 
10417956,Amaryllis cortada seca petiolatum,Amaryllis cortada seca 
10417957,Amaryllis cortada seca psittacinum,Amaryllis cortada seca 
10417958,Amaryllis cortada seca puniceum,Amaryllis cortada seca 
10417959,Amaryllis cortada seca reginae,Amaryllis cortada seca 
10417960,Amaryllis cortada seca reticulatum,Amaryllis cortada seca 
10417961,Amaryllis cortada seca rubropictum,Amaryllis cortada seca 
10417962,Amaryllis cortada seca santacatarina,Amaryllis cortada seca 
10417963,Amaryllis cortada seca solandraeflorum,Amaryllis cortada seca 
10417964,Amaryllis cortada seca starkiorum,Amaryllis cortada seca 
10417965,Amaryllis cortada seca striatum,Amaryllis cortada seca 
10417966,Amaryllis cortada seca stylosum,Amaryllis cortada seca 
10417967,Amaryllis cortada seca teyucuarense,Amaryllis cortada seca 
10417968,Amaryllis cortada seca traubii,Amaryllis cortada seca 
10417969,Amaryllis cortada seca vargasii,Amaryllis cortada seca 
10417970,Amaryllis cortada seca variegatum,Amaryllis cortada seca 
10417971,Amaryllis cortada seca vittatum,Amaryllis cortada seca 
10417972,Amaryllis cortada seca yungacense,Amaryllis cortada seca 
10418001,Rubdeckia cortada seca alpicola,Rubdeckia cortada seca 
10418002,Rubdeckia cortada seca amplexicaulis,Rubdeckia cortada seca 
10418003,Rubdeckia cortada seca auriculata,Rubdeckia cortada seca 
10418004,Rubdeckia cortada seca bicolor,Rubdeckia cortada seca 
10418005,Rubdeckia cortada seca californica,Rubdeckia cortada seca 
10418006,Rubdeckia cortada seca fulgida,Rubdeckia cortada seca 
10418007,Rubdeckia cortada seca glaucescens,Rubdeckia cortada seca 
10418008,Rubdeckia cortada seca graminifolia,Rubdeckia cortada seca 
10418009,Rubdeckia cortada seca grandiflora,Rubdeckia cortada seca 
10418010,Rubdeckia cortada seca heliopsidis,Rubdeckia cortada seca 
10418011,Rubdeckia cortada seca hirta,Rubdeckia cortada seca 
10418012,Rubdeckia cortada seca klamathensis,Rubdeckia cortada seca 
10418013,Rubdeckia cortada seca laciniata,Rubdeckia cortada seca 
10418014,Rubdeckia cortada seca máxima,Rubdeckia cortada seca 
10418015,Rubdeckia cortada seca missouriensis,Rubdeckia cortada seca 
10418016,Rubdeckia cortada seca mohrii,Rubdeckia cortada seca 
10418017,Rubdeckia cortada seca mollis,Rubdeckia cortada seca 
10418018,Rubdeckia cortada seca montana,Rubdeckia cortada seca 
10418019,Rubdeckia cortada seca nítida,Rubdeckia cortada seca 
10418020,Rubdeckia cortada seca occidentalis,Rubdeckia cortada seca 
10418021,Rubdeckia cortada seca pinnata,Rubdeckia cortada seca 
10418022,Rubdeckia cortada seca scabrifolia,Rubdeckia cortada seca 
10418023,Rubdeckia cortada seca serotina,Rubdeckia cortada seca 
10418024,Rubdeckia cortada seca speciosa,Rubdeckia cortada seca 
10418025,Rubdeckia cortada seca subtomentosa,Rubdeckia cortada seca 
10418026,Rubdeckia cortada seca texana,Rubdeckia cortada seca 
10418027,Rubdeckia cortada seca triloba,Rubdeckia cortada seca 
10418101,Protea cortada seca bouquet,Protea cortada seca
10418102,Protea cortada seca cepillo botella,Protea cortada seca
10418103,Protea cortada seca carnaval,Protea cortada seca
10418104,Protea cortada seca follaje cordata,Protea cortada seca
10418105,Protea cortada seca grandiceps,Protea cortada seca
10418106,Protea cortada seca visón verde,Protea cortada seca
10418107,Protea cortada seca hiedra,Protea cortada seca
10418108,Protea cortada seca rey,Protea cortada seca
10418109,Protea cortada seca nana cones,Protea cortada seca
10418110,Protea cortada seca alfiletero anaranjada,Protea cortada seca
10418111,Protea cortada seca alfiletero tango,Protea cortada seca
10418112,Protea cortada seca alfiletero amarillo,Protea cortada seca
10418113,Protea cortada seca hielo rosado,Protea cortada seca
10418114,Protea cortada seca visón rosado,Protea cortada seca
10418115,Protea cortada seca reina,Protea cortada seca
10418116,Protea cortada seca repens,Protea cortada seca
10418117,Protea cortada seca cuchara de rosas,Protea cortada seca
10418118,Protea cortada seca silvia,Protea cortada seca
10418119,Protea cortada seca sugarbush,Protea cortada seca
10418120,Protea cortada seca susara,Protea cortada seca
10418121,Protea cortada seca waratha,Protea cortada seca
10418122,Protea cortada seca visón blanco,Protea cortada seca
10418201,Leucadendron cortado seco argenteum,leucadendron cortado seco 
10418202,Leucadendron cortado seco delicia de crema,leucadendron cortado seco 
10418203,Leucadendron cortado seco cumosum,leucadendron cortado seco 
10418204,Leucadendron cortado seco discolor,leucadendron cortado seco 
10418205,Leucadendron cortado seco galpini,leucadendron cortado seco 
10418206,Leucadendron cortado seco mina de oro,leucadendron cortado seco 
10418207,Leucadendron cortado seco oro inca,leucadendron cortado seco 
10418208,Leucadendron cortado seco bufón,leucadendron cortado seco 
10418209,Leucadendron cortado seco laxum,leucadendron cortado seco 
10418210,Leucadendron cortado seco mini,leucadendron cortado seco 
10418211,Leucadendron cortado seco oro patea,leucadendron cortado seco 
10418212,Leucadendron cortado seco petra,leucadendron cortado seco 
10418213,Leucadendron cortado seco plumosum,leucadendron cortado seco 
10418214,Leucadendron cortado seco roseta,leucadendron cortado seco 
10418215,Leucadendron cortado seco atardecer safari,leucadendron cortado seco 
10418216,Leucadendron cortado seco atardecer safari spr,leucadendron cortado seco 
10418217,Leucadendron cortado seco speciosa,leucadendron cortado seco 
10418218,Leucadendron cortado seco spray,leucadendron cortado seco 
10418219,Leucadendron cortado seco maravilla wilson,leucadendron cortado seco 
10418220,Leucadendron cortado seco yarden,leucadendron cortado seco 
10418301,Leucospermum cortado seco album,leucospermum cortado seco 
10418302,Leucospermum cortado seco attenuatum,leucospermum cortado seco 
10418303,Leucospermum cortado seco calligerum,leucospermum cortado seco 
10418304,Leucospermum cortado seco conocarpodendron,leucospermum cortado seco 
10418305,Leucospermum cortado seco cordatum,leucospermum cortado seco 
10418306,Leucospermum cortado seco cuneiforme,leucospermum cortado seco 
10418307,Leucospermum cortado seco formosum,leucospermum cortado seco 
10418308,Leucospermum cortado seco glabrum,leucospermum cortado seco 
10418309,Leucospermum cortado seco grandiflorum,leucospermum cortado seco 
10418310,Leucospermum cortado seco harmatum,leucospermum cortado seco 
10418311,Leucospermum cortado seco heterophyllum,leucospermum cortado seco 
10418312,Leucospermum cortado seco innovans,leucospermum cortado seco 
10418313,Leucospermum cortado seco muirii,leucospermum cortado seco 
10418314,Leucospermum cortado seco oleifolium,leucospermum cortado seco 
10418315,Leucospermum cortado seco patersonii,leucospermum cortado seco 
10418316,Leucospermum cortado seco pluridens,leucospermum cortado seco 
10418317,Leucospermum cortado seco praemorsum,leucospermum cortado seco 
10418318,Leucospermum cortado seco prostratum,leucospermum cortado seco 
10418319,Leucospermum cortado seco rodolentum,leucospermum cortado seco 
10418320,Leucospermum cortado seco saxatile,leucospermum cortado seco 
10418321,Leucospermum cortado seco secundifolium,leucospermum cortado seco 
10418322,Leucospermum cortado seco tomentosus,leucospermum cortado seco 
10418323,Leucospermum cortado seco truncatulum,leucospermum cortado seco 
10418324,Leucospermum cortado seco utriculosum,leucospermum cortado seco 
10418325,Leucospermum cortado seco winterii,leucospermum cortado seco 
10418326,Leucospermum cortado seco arenarium,leucospermum cortado seco 
10418327,Leucospermum cortado seco bolusii,leucospermum cortado seco 
10418328,Leucospermum cortado seco catherinae,leucospermum cortado seco 
10418329,Leucospermum cortado seco conocarpum,leucospermum cortado seco 
10418330,Leucospermum cortado seco cordifolium,leucospermum cortado seco 
10418331,Leucospermum cortado seco erubescens,leucospermum cortado seco 
10418332,Leucospermum cortado seco gerrardii,leucospermum cortado seco 
10418333,Leucospermum cortado seco gracile,leucospermum cortado seco 
10418334,Leucospermum cortado seco gueinzii,leucospermum cortado seco 
10418335,Leucospermum cortado seco harpagonatum,leucospermum cortado seco 
10418336,Leucospermum cortado seco hypophyllocarpodendron,leucospermum cortado seco 
10418337,Leucospermum cortado seco lineare,leucospermum cortado seco 
10418338,Leucospermum cortado seco mundii,leucospermum cortado seco 
10418339,Leucospermum cortado seco parile,leucospermum cortado seco 
10418340,Leucospermum cortado seco pendunculatum,leucospermum cortado seco 
10418341,Leucospermum cortado seco praecox,leucospermum cortado seco 
